name,team,number,position,side,off_grade_off,off_grade_pass,off_grade_run,off_grade_recv,off_grade_pblk,off_grade_rblk,off_snaps_off,off_snaps_pass,off_snaps_run,off_snaps_recv,off_snaps_pblk,off_snaps_rblk,def_grade_def,def_grade_rdef,def_grade_prush,def_grade_cov,def_snaps_def,def_snaps_rdef,def_snaps_prush,def_snaps_cov,height,weight
Landen Chambers,UCF,11,RB,Offense,85.0,54.8,83.3,80.4,69.6,67.5,560,1,244,210,71,34,,,,,,,,,"5' 11""",215
Lewis Carter,UCF,20,LB,Defense,,,,,,,,,,,,,75.9,75.9,72.4,68,692,345,45,302,"6' 0""",225
Matt Irwin,UCF,28,S,Defense,,,,,,,,,,,,,56.1,50.1,58.5,58.5,397,196,2,199,"5' 11""",180
RJ Jackson Jr.,UCF,95,DT,Defense,,,,,,,,,,,,,69.3,73.7,61.1,59.9,456,247,209,0,"6' 3""",310
Tackett Curtis,UCF,24,LB,Defense,,,,,,,,,,,,,63.3,78.4,63.8,47.2,321,137,22,162,"6' 2""",230
Ty Bartrum,UCF,21,S,Defense,,,,,,,,,,,,,87.9,81.5,60.2,88.1,570,267,7,296,"6' 1""",205
Waden Charles,UCF,9,WR,Offense,59.1,,57.7,57.5,,70.8,490,,1,294,,195,,,,,,,,,"6' 2""",195
Aiden Gobaira,UCLA,97,EDGE,Defense,,,,,,,,,,,,,76.1,85,67.6,61.3,481,163,310,8,"6' 4""",261
Aliki Vimahi,UCLA,91,OT,Offense,52.9,,,,50.6,54.8,712,,,,389,323,,,,,,,,,"6' 3""",325
Anthony Woods,UCLA,6,RB,Offense,72.0,,70.9,78.3,47.7,76.9,247,,64,127,42,14,,,,,,,,,"5' 11""",192
Brian Rowe Jr.,UCLA,2,WR,Offense,60.7,72.6,59.9,60.0,,54.8,312,1,3,192,,116,,,,,,,,,"5' 11""",168
Carter Sweazie,UCLA,52,OG,Offense,64.1,,,,65.0,64.8,805,,,,382,423,,,,,,,,,"6' 1""",342
Cole Martin,UCLA,4,S,Defense,,,,,,,,,,,,,60.6,62.8,49.8,59.4,750,370,12,368,"5' 8""",185
Dallin Havea,UCLA,33,EDGE,Defense,,,,,,,,,,,,,70.1,70.8,68.9,53.4,371,184,163,24,"6' 1""",247
Derrick Barksdale,UCLA,32,CB,Defense,,,,,,,,,,,,,73.1,72.2,50,75.2,782,318,17,447,"5' 8""",181
Drew Spinogatti,UCLA,56,LB,Defense,,,,,,,,,,,,,77.2,65.5,60.5,90.2,463,190,88,185,"6' 0""",229
Eugene Brooks,UCLA,55,OG,Offense,65.1,,,,69.5,64.7,696,,,,424,272,,,,,,,,,"6' 3""",348
Gary Smith III,UCLA,58,DT,Defense,,,,,,,,,,,,,75.4,82.3,54.7,61.1,517,291,226,0,"6' 2""",340
Jalen Woods,UCLA,9,LB,Defense,,,,,,,,,,,,,61.7,68.5,60.4,53.2,414,183,58,173,"6' 1""",224
Jhase McMillan,UCLA,23,CB,Defense,,,,,,,,,,,,,66.3,76.7,59.3,63.3,585,230,1,354,"5' 9""",170
Josh Phifer,UCLA,89,TE,Offense,65.1,,,61.8,62.0,63.6,455,,,46,58,351,,,,,,,,,"6' 5""",258
Julian Armella,UCLA,74,OG,Offense,54.4,,,,71.5,57.5,306,,,,188,118,,,,,,,,,"6' 6""",333
Kkot Bi Kim,UCLA,78,OT,Offense,59.5,,,,55.4,61.3,727,,,,399,328,,,,,,,,,"6' 5""",315
Kkot Bi Kim,UCLA,78,OT,Offense,49.7,,,,50.4,48.4,683,,,,355,328,,,,,,,,,"6' 5""",315
Landon Ellis,UCLA,11,WR,Offense,77.8,,,77.6,69.5,67.3,589,,,278,2,309,,,,,,,,,"6' 2""",217
Leland Smith,UCLA,0,WR,Offense,62.3,37.9,,62.4,,64.9,830,1,,553,,276,,,,,,,,,"6' 4""",218
Mason Rivera,UCLA,28,S,Defense,,,,,,,,,,,,,81.4,83.4,60,79.2,637,292,15,330,"6' 0""",190
Mikey Matthews,UCLA,7,WR,Offense,58.0,45.7,57.5,61.0,,41.0,432,1,1,303,,127,,,,,,,,,"5' 8""",182
Nico Iamaleava,UCLA,9,QB,Offense,72.0,64.1,78.0,,,60.3,684,425,35,,,224,,,,,,,,,"6' 5""",215
Osiris Gilbert,UCLA,18,CB,Defense,,,,,,,,,,,,,69.6,70,54.7,69.3,288,121,5,162,"5' 9""",179
Riley Robell,UCLA,51,OG,Offense,65.1,,,,67.5,67.3,627,,,,296,331,,,,,,,,,"6' 2""",284
Robert Stafford III,UCLA,3,CB,Defense,,,,,,,,,,,,,52.5,62.2,60,50.8,273,150,1,122,"5' 11""",189
Rodrick Pleasant,UCLA,2,CB,Defense,,,,,,,,,,,,,72.2,64.3,53.2,73.7,609,299,3,307,"5' 10""",175
Sahir West,UCLA,15,EDGE,Defense,,,,,,,,,,,,,80.5,76.8,78.4,65.5,562,228,331,3,"6' 3""",279
Sam Yoon,UCLA,64,C,Offense,59.2,,,,71.9,55.1,743,,,,454,289,,,,,,,,,"6' 5""",315
Sammy Omosigho,UCLA,10,LB,Defense,,,,,,,,,,,,,72.1,86.6,67.7,57,297,124,44,129,"6' 2""",239
Scooter Jackson,UCLA,1,CB,Defense,,,,,,,,,,,,,69.2,83.1,75.7,62.4,493,218,21,254,"5' 11""",191
Semaj Morgan,UCLA,4,WR,Offense,55.7,39.1,58.0,56.7,64.5,65.3,320,2,3,168,1,146,,,,,,,,,"5' 9""",174
Ty Dieffenbach,UCLA,14,QB,Offense,59.8,57.6,61.4,,,60.1,350,205,35,,,110,,,,,,,,,"6' 6""",227
Wayne Knight,UCLA,3,RB,Offense,81.3,,82.4,72.9,61.9,51.9,566,,209,226,57,74,,,,,,,,,"5' 7""",193
Anas Luqman,UCONN,15,EDGE,Defense,,,,,,,,,,,,,65.7,69.5,64.6,63.9,605,271,320,14,"6' 3""",255
Avery Dunn,UCONN,11,EDGE,Defense,,,,,,,,,,,,,68.1,68.2,63.9,59.7,278,144,130,4,"6' 4""",250
Ben Mulholland,UCONN,62,OG,Offense,58.5,,,,63.8,59.7,620,,,,350,270,,,,,,,,,"6' 4""",325
Cam Abshire,UCONN,14,WR,Offense,51.2,,,50.8,,54.5,274,,,149,,125,,,,,,,,,"6' 2""",189
Chidi Ozoh,UCONN,79,OT,Offense,54.7,,,,57.1,52.6,742,,,,354,388,,,,,,,,,"6' 4""",310
Esean Carter,UCONN,3,DT,Defense,,,,,,,,,,,,,74.4,74.1,73.2,57.1,543,268,274,1,"6' 3""",292
John Lista,UCONN,44,LB,Defense,,,,,,,,,,,,,75.2,71.2,83.9,69.3,557,212,56,289,"6' 1""",223
K'Von Sherman,UCONN,0,LB,Defense,,,,,,,,,,,,,77.5,90.1,76.3,43.3,686,338,65,283,"6' 3""",240
Kenji Christian,UCONN,3,RB,Offense,74.7,,77.9,61.9,40.7,36.9,229,,105,89,26,9,,,,,,,,,"6' 1""",205
Kolби Schutz,UCONN,78,OT,Offense,61.3,,,,63.5,59.0,753,,,,361,392,,,,,,,,,"6' 4""",310
Ky Wilson,UCONN,0,WR,Offense,75.2,,64.4,75.9,,62.7,424,,18,260,,146,,,,,,,,,"5' 8""",181
Luke Murphy,UCONN,20,LB,Defense,,,,,,,,,,,,,60.8,58.9,54.4,65.6,439,208,39,192,"6' 2""",237
Ryder Treadway,UCONN,11,WR,Offense,58.7,,,60.1,,51.0,326,,,177,,149,,,,,,,,,"6' 3""",197
Shamar Porter,UCONN,5,WR,Offense,51.3,,,53.7,63.9,39.5,428,,,241,1,186,,,,,,,,,"6' 3""",210
Ty Chan,UCONN,69,OG,Offense,67.3,,,,74.3,64.8,477,,,,297,180,,,,,,,,,"6' 5""",320
Zion Paret,UCONN,24,CB,Defense,,,,,,,,,,,,,58.7,58.5,63.8,59.5,275,135,4,136,"5' 9""",175
Aitor Urionabarrenechea,UMASS,79,C,Offense,59.8,,,,50.4,64.9,769,,,,482,287,,,,,,,,,"6' 5""",350
Brock Taylor,UMASS,69,OG,Offense,49.0,,,,23.4,56.1,345,,,,210,135,,,,,,,,,"6' 3""",350
Colin Reynolds,UMASS,94,EDGE,Defense,,,,,,,,,,,,,76.4,78.7,63.8,63.4,312,169,143,0,"6' 3""",260
Devin Matthews,UMASS,9,WR,Offense,83.4,,60.8,83.5,,61.3,327,,2,251,,74,,,,,,,,,"5' 9""",200
Jahmad Harmon,UMASS,22,S,Defense,,,,,,,,,,,,,48.9,69.9,59,42.1,429,183,1,245,"5' 10""",180
Jordan Washington,UMASS,0,RB,Offense,65.8,,68.4,59.1,72.1,49.1,324,,88,153,40,43,,,,,,,,,"6' 1""",215
Joshua Iseah,UMASS,6,LB,Defense,,,,,,,,,,,,,76.2,74.2,65.3,75.7,734,334,49,351,"6' 2""",240
Justin Krueger,UMASS,9,EDGE,Defense,,,,,,,,,,,,,73.8,75.4,65.5,61.8,515,285,230,0,"6' 4""",270
Kendall Bournes,UMASS,3,S,Defense,,,,,,,,,,,,,49.1,65.6,,40.2,524,318,,206,"6' 0""",205
Logan Inagawa,UMASS,16,QB,Offense,67.7,65.8,63.6,57.5,,60.1,587,245,100,2,,240,,,,,,,,,"5' 11""",210
Max Dowling,UMASS,11,TE,Offense,55.0,,,54.7,57.9,55.8,472,,,269,26,177,,,,,,,,,"6' 6""",260
Nick Dalessandro,UMASS,59,OG,Offense,60.2,,,,68.1,59.1,796,,,,474,322,,,,,,,,,"6' 4""",305
Peyton Miller,UMASS,64,C,Offense,47.9,,,,53.1,44.4,288,,,,190,98,,,,,,,,,"6' 3""",330
Reece Adkins,UMASS,83,TE,Offense,55.2,,,56.4,60.4,55.6,265,,,127,23,115,,,,,,,,,"6' 6""",260
Sullivan Weidman,UMASS,56,OG,Offense,51.0,,,,43.6,49.9,466,,,,300,166,,,,,,,,,"6' 5""",318
Timmy Hinspeter,UMASS,44,LB,Defense,,,,,,,,,,,,,76.2,84.9,74.7,59.8,330,164,16,150,"6' 1""",235
Tyler Martin,UMASS,5,LB,Defense,,,,,,,,,,,,,70.6,68.1,63.4,72.5,690,410,25,255,"6' 2""",240
Zachary Betts,UMASS,17,EDGE,Defense,,,,,,,,,,,,,75.7,72.9,78.5,42.5,598,297,290,11,"6' 2""",250
Amorion Walker,UNLV,17,WR,Offense,52.6,,,53.4,,49.6,306,,,222,,84,,,,,,,,,"6' 4""",190
BJ Tolo,UNLV,66,OG,Offense,63.4,,,,62.2,65.4,854,,,,562,292,,,,,,,,,"6' 1""",320
Cam Santee,UNLV,23,LB,Defense,,,,,,,,,,,,,81.4,90.4,88.9,58.1,785,376,71,338,"6' 3""",235
DeAngelo Irvin Jr.,UNLV,4,WR,Offense,54.0,,58.2,54.4,70.2,54.7,394,,2,224,1,167,,,,,,,,,"5' 8""",170
Griffin Scroggs,UNLV,55,OG,Offense,63.6,,,,74.2,57.9,442,,,,286,156,,,,,,,,,"6' 3""",330
Jackson Arnold,UNLV,11,QB,Offense,66.2,57.2,74.3,,62.2,60.0,522,295,56,,1,170,,,,,,,,,"6' 1""",220
Jai'Den Thomas,UNLV,9,RB,Offense,90.7,,92.7,80.4,27.6,68.4,434,,147,184,67,36,,,,,,,,,"5' 9""",195
Jake Pope,UNLV,7,S,Defense,,,,,,,,,,,,,51.3,60.9,68,43.8,781,345,26,410,"6' 1""",200
Kyron Chambers,UNLV,12,CB,Defense,,,,,,,,,,,,,62.6,68.5,63.3,61,410,148,7,255,"6' 0""",200
Landyn Cleveland,UNLV,20,S,Defense,,,,,,,,,,,,,57.6,68.8,57.6,54.4,288,128,2,158,"6' 0""",190
Laterrance Welch,UNLV,0,CB,Defense,,,,,,,,,,,,,73.4,60.9,68.5,77.3,569,244,6,319,"6' 1""",190
Lucas Conti,UNLV,94,DT,Defense,,,,,,,,,,,,,67.5,59,82.9,61,426,205,221,0,"6' 5""",295
Mumu Bin-Wahad,UNLV,1,CB,Defense,,,,,,,,,,,,,67,87.3,72.8,60,366,175,17,174,"5' 11""",190
Quandarius Keyes,UNLV,5,CB,Defense,,,,,,,,,,,,,74.7,65.3,56.7,75.5,384,150,2,232,"6' 1""",185
Taz Reddicks,UNLV,2,WR,Offense,66.6,,57.6,69.5,,35.4,304,,1,213,,90,,,,,,,,,"5' 11""",195
Trevor Mayberry,UNLV,79,OT,Offense,58.6,,,,62.0,55.8,815,,,,435,380,,,,,,,,,"6' 6""",315
Alani Noa,USC,77,OG,Offense,56.5,,,,54.0,55.7,619,,,,349,270,,,,,,,,,"6' 3""",315
GianCarlo Rufo,USC,58,LB,Defense,,,,,,,,,,,,,76.1,90,63.3,57.2,630,277,39,314,"6' 2""",230
Jahkeem Stewart,USC,4,DT,Defense,,,,,,,,,,,,,66.6,72.1,64.1,60.6,231,103,126,2,"6' 5""",295
Jayden Maiava,USC,14,QB,Offense,86.2,81.0,78.3,60.0,,60.3,836,461,41,2,,332,,,,,,,,,"6' 4""",230
Jide Abasiri,USC,97,DT,Defense,,,,,,,,,,,,,66.9,67.8,65.3,60.2,450,217,227,6,"6' 5""",280
Kameryn Crawford,USC,1,EDGE,Defense,,,,,,,,,,,,,67.5,68.2,69.5,59.6,592,262,284,46,"6' 5""",255
Kaylon Miller,USC,60,OG,Offense,60.5,,,,74.0,56.6,357,,,,194,163,,,,,,,,,"6' 0""",305
Kennedy Urlacher,USC,9,S,Defense,,,,,,,,,,,,,58.2,57,72.1,57,281,119,3,159,"5' 11""",200
Kilian O'Connor,USC,67,C,Offense,66.8,,,,60.3,69.0,329,,,,165,164,,,,,,,,,"6' 1""",300
King Miller,USC,8,RB,Offense,80.2,,84.0,57.9,67.1,59.3,428,,157,188,53,30,,,,,,,,,"6' 0""",225
Marcelles Williams,USC,25,CB,Defense,,,,,,,,,,,,,64,63.1,58.7,64.4,643,300,1,342,"5' 11""",190
Ryan Pauley,USC,64,OG,Offense,63.3,,,,65.2,61.0,396,,,,216,180,,,,,,,,,"6' 2""",320
Tanook Hines,USC,16,WR,Offense,75.9,,,76.6,61.9,60.7,455,,,260,1,194,,,,,,,,,"6' 0""",190
Terrell Anderson,USC,9,WR,Offense,72.1,,,73.6,61.9,48.5,460,,,296,1,163,,,,,,,,,"6' 2""",200
Zuriah Fisher,USC,18,EDGE,Defense,,,,,,,,,,,,,64.5,67.4,69.9,46.2,438,209,217,12,"6' 4""",265
Alvon Isaac,USF,15,RB,Offense,65.3,,64.4,73.5,64.6,43.9,256,,74,88,53,41,,,,,,,,,"5' 9""",190
Armani Winfield,USF,9,WR,Offense,61.2,,,61.0,,58.6,371,,,237,,134,,,,,,,,,"6' 2""",200
Caleb Cook,USF,78,OG,Offense,66.8,,,60.0,74.6,62.6,845,,,1,491,353,,,,,,,,,"6' 3""",315
Cameron Seldon,USF,0,WR,Offense,61.1,,56.1,63.8,,51.7,243,,7,122,,114,,,,,,,,,"6' 1""",215
Cash Hudson,USF,72,C,Offense,59.7,,,,70.2,52.6,874,,,,562,312,,,,,,,,,"6' 3""",300
D.J. Crowther,USF,5,RB,Offense,80.4,,81.2,63.9,61.7,61.7,467,,192,178,50,47,,,,,,,,,"5' 11""",215
Devin Lee,USF,99,DT,Defense,,,,,,,,,,,,,73.6,79.7,64,58.1,479,243,234,2,"6' 2""",290
Israel Boyce,USF,9,S,Defense,,,,,,,,,,,,,60.1,65,63.9,56.6,255,106,4,145,"6' 0""",195
Jason Collins Jr.,USF,2,RB,Offense,69.2,,74.5,44.5,51.7,58.7,287,,107,127,35,18,,,,,,,,,"5' 9""",190
JeyQuan Smith,USF,19,WR,Offense,60.5,,,57.7,,73.9,255,,,134,,121,,,,,,,,,"5' 10""",190
Julius Tate,USF,61,OG,Offense,58.4,,,,75.4,56.5,489,,,,262,227,,,,,,,,,"6' 3""",305
KJ Cooper,USF,10,QB,Offense,80.4,74.1,79.1,,,60.0,606,333,27,,,246,,,,,,,,,"6' 5""",225
Kenny Odom,USF,18,WR,Offense,67.0,,64.1,65.7,62.2,69.5,554,,11,351,1,191,,,,,,,,,"5' 10""",178
Luke Clyburn,USF,87,TE,Offense,57.1,,,65.4,62.0,49.1,315,,,76,38,201,,,,,,,,,"6' 7""",255
Michael Van Buren Jr.,USF,3,QB,Offense,68.8,67.8,61.8,80.2,81.4,60.0,325,195,24,2,2,102,,,,,,,,,"6' 0""",195
Mudia Reuben,USF,6,WR,Offense,70.8,,,71.9,58.5,55.6,377,,,209,3,165,,,,,,,,,"6' 2""",210
Shamar Meikle,USF,10,EDGE,Defense,,,,,,,,,,,,,74.1,64.6,70.4,80,299,136,117,46,"6' 3""",235
Tayvion Beasley,USF,15,CB,Defense,,,,,,,,,,,,,62.2,67,57.4,60.9,305,114,16,175,"5' 10""",185
Thomas Shrader,USF,67,OG,Offense,60.4,,,,68.3,58.0,822,,,,464,358,,,,,,,,,"6' 5""",312
Wyatt Sullivan,USF,8,TE,Offense,56.0,,,60.1,59.0,50.8,415,,,158,63,194,,,,,,,,,"6' 4""",245
Za'Quan Bryan,USF,3,CB,Defense,,,,,,,,,,,,,61.4,43.8,51.8,64.7,440,189,3,248,"5' 10""",190
Braden Pegan,UTAH,7,WR,Offense,73.7,,62.8,75.0,,56.3,767,,4,472,,291,,,,,,,,,"6' 3""",210
Caleb Lomu,UTAH,79,OT,Offense,81.2,,,,79.5,75.5,586,,,,323,263,,,,,,,,,"6' 5""",310
Devon Dampier,UTAH,4,QB,Offense,83.1,76.7,77.7,57.8,,62.1,819,391,121,2,,305,,,,,,,,,"5' 11""",210
Elijah Davis,UTAH,9,CB,Defense,,,,,,,,,,,,,58.2,62.3,59.8,57.8,627,269,1,357,"6' 0""",185
Elijah Reed,UTAH,11,CB,Defense,,,,,,,,,,,,,77.3,80,87.4,74.1,580,277,5,298,"6' 3""",200
Ethan Day,UTAH,8,EDGE,Defense,,,,,,,,,,,,,75.4,73.4,73.3,59.8,654,344,293,17,"6' 4""",250
Jackson Bennee,UTAH,23,S,Defense,,,,,,,,,,,,,74.1,64.9,55.2,81.5,676,294,46,336,"6' 2""",190
James Chenault Jr.,UTAH,5,CB,Defense,,,,,,,,,,,,,66.2,70.9,52.5,65.1,434,153,3,278,"6' 0""",180
Jireh Moe,UTAH,90,DT,Defense,,,,,,,,,,,,,83.1,78.2,78.5,64.4,213,117,95,1,"6' 0""",280
Johnathan Hall,UTAH,7,LB,Defense,,,,,,,,,,,,,70.1,70.5,75.4,56.2,642,319,104,219,"6' 1""",226
Kyri Shoels,UTAH,0,WR,Offense,63.9,,,64.8,,56.1,736,,,499,,237,,,,,,,,,"6' 0""",182
Lance Holtzclaw,UTAH,15,EDGE,Defense,,,,,,,,,,,,,73.8,76.2,71.7,46.3,341,162,160,19,"6' 3""",245
Larry Simmons,UTAH,12,WR,Offense,66.8,,63.6,67.3,61.9,52.4,390,,1,179,1,209,,,,,,,,,"6' 1""",190
Noah Bennee,UTAH,89,TE,Offense,62.1,,,65.9,56.8,52.6,515,,,214,37,264,,,,,,,,,"6' 4""",240
Solatoa Moea'i,UTAH,62,OG,Offense,62.2,,,59.2,77.4,53.1,336,,,1,131,204,,,,,,,,,"6' 4""",325
Spencer Fano,UTAH,75,OT,Offense,81.4,,,72.6,71.9,81.2,572,,,1,331,240,,,,,,,,,"6' 5""",302
Steve Chavez-Soto,UTAH,25,RB,Offense,81.4,,80.9,47.0,84.3,64.3,298,,87,44,143,24,,,,,,,,,"6' 0""",205
Wayshawn Parker,UTAH,1,RB,Offense,81.4,,85.3,59.4,69.6,63.9,458,,149,158,59,92,,,,,,,,,"5' 10""",205
Adonis Jackson,UTAH ST,32,EDGE,Defense,,,,,,,,,,,,,79.7,75.3,70.7,82.1,403,192,205,6,"6' 3""",265
Anthony Garcia,UTAH ST,1,WR,Offense,62.0,91.3,80.4,54.9,,61.3,397,9,12,270,,106,,,,,,,,,"6' 2""",200
Antonio Bluiett,UTAH ST,0,CB,Defense,,,,,,,,,,,,,79.1,65.7,63.7,80,431,170,8,253,"6' 1""",205
Bronson Olevao Jr.,UTAH ST,14,LB,Defense,,,,,,,,,,,,,60.9,64.9,60.4,55.2,876,381,159,336,"6' 1""",225
Brycen Edwards,UTAH ST,29,LB,Defense,,,,,,,,,,,,,91.5,93.2,73.4,87,639,238,45,356,"6' 1""",220
D'Angelo Mayes,UTAH ST,15,CB,Defense,,,,,,,,,,,,,61.3,66.2,71.7,58.7,370,124,10,236,"6' 1""",190
Eli Wood,UTAH ST,7,WR,Offense,72.9,,,75.7,,48.0,251,,,123,,128,,,,,,,,,"6' 2""",210
Gabriel Iniguez Jr.,UTAH ST,10,DT,Defense,,,,,,,,,,,,,67.2,64.1,65.8,63.5,782,329,451,2,"6' 1""",290
George Maile,UTAH ST,72,OG,Offense,54.7,,,56.8,58.9,57.8,899,,,2,541,356,,,,,,,,,"6' 4""",310
Javen Jacobs,UTAH ST,8,RB,Offense,73.2,,76.5,71.0,69.1,55.0,529,,65,253,74,137,,,,,,,,,"5' 10""",210
Javon Robinson,UTAH ST,0,WR,Offense,63.7,,67.7,64.9,,48.6,616,,5,422,,189,,,,,,,,,"5' 6""",160
Jeremiah Holmes,UTAH ST,0,EDGE,Defense,,,,,,,,,,,,,71,75.5,66.4,55.6,577,251,257,69,"6' 2""",240
Jimmy Liston,UTAH ST,52,C,Offense,67.0,,,,73.5,66.0,895,,,,540,355,,,,,,,,,"6' 4""",300
Jordan Pendleton,UTAH ST,17,EDGE,Defense,,,,,,,,,,,,,71.6,61,78.8,74.5,534,269,166,99,"6' 4""",240
Kadin Lynch,UTAH ST,69,OG,Offense,65.3,,,,69.4,62.7,778,,,,449,329,,,,,,,,,"6' 3""",305
Markie Grant,UTAH ST,5,CB,Defense,,,,,,,,,,,,,64.4,64.8,,65.1,316,163,,153,"5' 11""",170
Tavo Motu'apuaka,UTAH ST,65,OG,Offense,58.8,,,,74.1,52.7,832,,,,499,333,,,,,,,,,"6' 4""",340
Toimport,UTAH ST,78,OT,Offense,56.2,,,,62.8,50.9,791,,,,408,383,,,,,,,,,"6' 5""",310
Trevor Doman,UTAH ST,72,OT,Offense,49.0,,,,54.0,44.7,722,,,,366,356,,,,,,,,,"6' 6""",305
Brian Williams Jr.,UTEP,56,OG,Offense,62.5,,,,62.9,62.5,812,,,,344,468,,,,,,,,,"6' 2""",330
Carver Cheeks,UTEP,5,WR,Offense,75.7,,51.6,76.9,,69.0,693,,3,391,,299,,,,,,,,,"6' 2""",197
Cole Gustafson,UTEP,99,DT,Defense,,,,,,,,,,,,,68.2,71.1,62.1,60,259,132,127,0,"6' 4""",279
EJ Colson Jr.,UTEP,1,QB,Offense,74.3,70.2,71.0,57.6,,60.0,657,393,41,1,,222,,,,,,,,,"6' 1""",190
Elijah Fields,UTEP,1,DT,Defense,,,,,,,,,,,,,77,84.4,64.2,62.5,426,195,229,2,"6' 1""",285
Isaiah Bogerty,UTEP,13,LB,Defense,,,,,,,,,,,,,66.4,69.8,56.7,62.2,540,272,16,252,"6' 3""",230
Jackson Bradley,UTEP,52,OG,Offense,64.2,,,,76.6,63.9,641,,,,379,262,,,,,,,,,"6' 5""",305
Jayden Wilson,UTEP,10,LB,Defense,,,,,,,,,,,,,74.5,80.8,61.6,63.1,697,347,71,279,"6' 1""",218
Justin Content,UTEP,0,CB,Defense,,,,,,,,,,,,,61.4,58.7,60.7,61.3,774,381,13,380,"6' 1""",185
KD Johnson,UTEP,7,DT,Defense,,,,,,,,,,,,,73.5,76.5,60.6,65.7,848,420,426,2,"6' 1""",275
Kaleb Miles,UTEP,23,CB,Defense,,,,,,,,,,,,,80.2,80.1,74.7,77.7,626,303,5,318,"5' 10""",190
Raymond Moore III,UTEP,12,QB,Offense,58.4,44.7,78.0,,,60.0,451,258,21,,,172,,,,,,,,,"6' 4""",180
AJ Wilson,UTSA,84,WR,Offense,66.3,33.8,,69.7,,44.4,424,1,,249,,174,,,,,,,,,"6' 2""",190
Aaron Wigington,UTSA,73,OT,Offense,71.4,,,,80.8,66.9,874,,,,479,395,,,,,,,,,"6' 5""",315
Ben Rios,UTSA,57,C,Offense,56.4,,,,76.9,50.7,786,,,,456,330,,,,,,,,,"6' 5""",315
Brandon Tucker,UTSA,23,LB,Defense,,,,,,,,,,,,,72.1,68.9,72.1,70.2,302,127,20,155,"5' 11""",225
DJ Allen Jr.,UTSA,15,WR,Offense,62.3,,,62.2,62.1,68.6,293,,,181,1,111,,,,,,,,,"6' 0""",190
Darrell Jones,UTSA,74,OG,Offense,57.0,,,,67.4,57.9,614,,,,356,258,,,,,,,,,"6' 4""",340
David Amador II,UTSA,18,WR,Offense,71.4,79.1,53.9,71.4,,64.0,471,4,1,290,,175,,,,,,,,,"6' 0""",195
Emmett Laws,UTSA,76,OT,Offense,64.3,,,,71.7,59.1,850,,,,443,407,,,,,,,,,"6' 5""",300
Jakevian Rodgers,UTSA,27,CB,Defense,,,,,,,,,,,,,63.7,70.5,,61.6,301,130,,171,"6' 1""",165
Jamel Hardy Jr.,UTSA,13,WR,Offense,60.2,,,59.7,,74.0,249,,,138,,111,,,,,,,,,"6' 3""",190
Jeremiah Bailey,UTSA,0,EDGE,Defense,,,,,,,,,,,,,76.1,83.8,61.5,64.4,717,347,365,5,"6' 3""",285
Miles Campbell,UTSA,81,TE,Offense,73.4,,,67.5,52.2,79.4,455,,,228,27,200,,,,,,,,,"6' 4""",250
Nate Robinson Jr.,UTSA,25,S,Defense,,,,,,,,,,,,,81.7,63,60,87.4,799,363,1,435,"6' 0""",200
Owen McCown,UTSA,13,QB,Offense,71.9,72.6,49.2,66.3,62.2,60.2,817,481,16,5,1,314,,,,,,,,,"6' 1""",190
Owen Pewee,UTSA,2,LB,Defense,,,,,,,,,,,,,59.1,68.8,64.7,50.1,397,185,70,142,"6' 3""",220
Tai Leonard,UTSA,99,DT,Defense,,,,,,,,,,,,,67.5,65.6,63.6,62.5,224,104,120,0,"6' 4""",260
Will Henderson III,UTSA,1,RB,Offense,85.1,,89.0,68.8,28.5,70.0,370,,129,175,43,23,,,,,,,,,"5' 10""",185
Ayden Greene,VA TECH,0,WR,Offense,63.2,37.1,,66.2,,46.6,632,1,,343,,288,,,,,,,,,"6' 1""",194
Benji Gosnell,VA TECH,82,TE,Offense,50.0,,,51.4,68.4,48.4,496,,,155,77,264,,,,,,,,,"6' 4""",252
Bill Davis,VA TECH,32,RB,Offense,76.1,,80.1,53.0,56.3,48.6,398,,158,123,55,62,,,,,,,,,"5' 9""",228
Cam Chadwick Jr.,VA TECH,20,CB,Defense,,,,,,,,,,,,,75,78.5,65.5,73.6,862,432,8,422,"5' 11""",193
Ethan Grunkemeyer,VA TECH,17,QB,Offense,68.5,68.0,58.3,57.5,,60.6,476,217,11,2,,245,,,,,,,,,"6' 2""",213
Isaiah Brown-Murray,VA TECH,9,CB,Defense,,,,,,,,,,,,,74.1,77.7,56.5,72.6,694,330,3,361,"5' 9""",197
Ja'Ricous Hairston,VA TECH,13,TE,Offense,62.0,,,67.1,64.0,49.8,293,,,109,27,157,,,,,,,,,"6' 2""",256
Jaquez White,VA TECH,2,CB,Defense,,,,,,,,,,,,,87.4,88.2,67.6,86.8,879,430,16,433,"5' 11""",192
Jordan Bass,VA TECH,6,S,Defense,,,,,,,,,,,,,48.5,62.3,60.1,45.4,390,188,16,186,"6' 3""",212
Kaleb Spencer,VA TECH,3,LB,Defense,,,,,,,,,,,,,58.4,76.2,63.1,40.1,373,163,31,179,"6' 1""",230
Kemari Copeland,VA TECH,13,DT,Defense,,,,,,,,,,,,,75.3,73.9,73,58.6,471,227,241,3,"6' 2""",305
Kody Huisman,VA TECH,98,DT,Defense,,,,,,,,,,,,,77.7,71.2,82.9,61,419,206,211,2,"6' 4""",297
Kyle Altuner,VA TECH,62,C,Offense,58.5,,,,54.9,64.0,793,,,,414,379,,,,,,,,,"6' 3""",302
